Country Code,Year,Sex,Number of residents
CUB,2004,Females,21751
CUB,2003,Females,20986
CUB,2002,Females,17701
CUB,2001,Females,13993
CUB,2000,Females,10313
CUB,1999,Females,7451
CUB,1998,Females,5920
HND,2022,Both,134125
HND,2021,Both,130119
HND,2020,Both,121963
HND,2019,Both,96382
HND,2018,Both,75357
HND,2017,Both,58859
HND,2016,Both,49341
HND,2015,Both,43283
HND,2014,Both,40608
HND,2013,Both,39599
HND,2012,Both,36016
HND,2011,Both,30897
HND,2010,Both,27363
HND,2009,Both,25307
HND,2008,Both,22026
HND,2007,Both,14253
HND,2006,Both,9108
HND,2005,Both,7017
HND,2004,Both,5128
HND,2003,Both,4091
HND,2002,Both,2856
HND,2001,Both,1974
HND,2000,Both,1293
HND,1999,Both,980
HND,1998,Both,885
HND,2022,Males,41863
HND,2021,Males,39193
HND,2020,Males,35422
HND,2019,Males,26080
HND,2018,Males,19788
HND,2017,Males,15483
HND,2016,Males,12986
HND,2015,Males,11493
HND,2014,Males,10989
HND,2013,Males,10752
HND,2012,Males,10078
HND,2011,Males,9058
HND,2010,Males,8475
HND,2009,Males,8233
HND,2008,Males,7299
HND,2007,Males,4895
HND,2006,Males,3269
HND,2005,Males,2537
HND,2004,Males,1848
HND,2003,Males,1450
HND,2002,Males,985
HND,2001,Males,633
HND,2000,Males,385
HND,1999,Males,294
HND,1998,Males,272
HND,2022,Females,92262
HND,2021,Females,90926
HND,2020,Females,86541
HND,2019,Females,70302
HND,2018,Females,55569
HND,2017,Females,43376
HND,2016,Females,36355
HND,2015,Females,31790
HND,2014,Females,29619
HND,2013,Females,28847
HND,2012,Females,25938
HND,2011,Females,21839
HND,2010,Females,18888
HND,2009,Females,17074
HND,2008,Females,14727
HND,2007,Females,9358
HND,2006,Females,5839
HND,2005,Females,4480
HND,2004,Females,3280
HND,2003,Females,2641
HND,2002,Females,1870
HND,2001,Females,1340
HND,2000,Females,908
HND,1999,Females,686
HND,1998,Females,613
NIC,2022,Both,60681
NIC,2021,Both,61563
NIC,2020,Both,57530
NIC,2019,Both,42249
NIC,2018,Both,31286
NIC,2017,Both,26209
NIC,2016,Both,22528
NIC,2015,Both,20941
NIC,2014,Both,19807
NIC,2013,Both,19610
NIC,2012,Both,17455
NIC,2011,Both,14516
NIC,2010,Both,12190
NIC,2009,Both,10815
NIC,2008,Both,8404
NIC,2007,Both,4547
NIC,2006,Both,2648
NIC,2005,Both,1953
NIC,2004,Both,1482
NIC,2003,Both,1337
NIC,2002,Both,1076
NIC,2001,Both,863
NIC,2000,Both,700
NIC,1999,Both,578
NIC,1998,Both,552
NIC,2022,Males,18623
NIC,2021,Males,18465
NIC,2020,Males,16699
NIC,2019,Males,11099
NIC,2018,Males,7150
NIC,2017,Males,5722
NIC,2016,Males,4771
NIC,2015,Males,4457
NIC,2014,Males,4355
NIC,2013,Males,4350
NIC,2012,Males,4001
NIC,2011,Males,3554
NIC,2010,Males,3253
NIC,2009,Males,3121
NIC,2008,Males,2508
NIC,2007,Males,1378
NIC,2006,Males,841
NIC,2005,Males,701
NIC,2004,Males,550
NIC,2003,Males,507
NIC,2002,Males,393
NIC,2001,Males,313
NIC,2000,Males,252
NIC,1999,Males,214
NIC,1998,Males,211
NIC,2022,Females,42058
NIC,2021,Females,43098
NIC,2020,Females,40831
NIC,2019,Females,31150
NIC,2018,Females,24136
NIC,2017,Females,20487
NIC,2016,Females,17757
NIC,2015,Females,16484
NIC,2014,Females,15452
NIC,2013,Females,15260
NIC,2012,Females,13454
NIC,2011,Females,10962
NIC,2010,Females,8937
NIC,2009,Females,7694
NIC,2008,Females,5896
NIC,2007,Females,3169
NIC,2006,Females,1807
NIC,2005,Females,1252
NIC,2004,Females,932
NIC,2003,Females,830
NIC,2002,Females,683
NIC,2001,Females,550
NIC,2000,Females,448
NIC,1999,Females,363
NIC,1998,Females,341
DOM,2022,Both,69399
DOM,2021,Both,71686
DOM,2020,Both,75261
DOM,2019,Both,73623
DOM,2018,Both,71826
DOM,2017,Both,69778
DOM,2016,Both,71971
DOM,2015,Both,75315
DOM,2014,Both,84689
DOM,2013,Both,92981
DOM,2012,Both,92846
DOM,2011,Both,91148
DOM,2010,Both,91212
DOM,2009,Both,88103
DOM,2008,Both,77822
DOM,2007,Both,65119
DOM,2006,Both,61071
DOM,2005,Both,57134
DOM,2004,Both,47973
DOM,2003,Both,44290
DOM,2002,Both,37830
DOM,2001,Both,31153
DOM,2000,Both,24847
DOM,1999,Both,20168
DOM,1998,Both,16688
DOM,2022,Males,32664
DOM,2021,Males,33251
DOM,2020,Males,34385
DOM,2019,Males,33186
DOM,2018,Males,32236
DOM,2017,Males,31091
DOM,2016,Males,31899
DOM,2015,Males,33228
DOM,2014,Males,36849
DOM,2013,Males,40020
DOM,2012,Males,39990
DOM,2011,Males,39046
DOM,2010,Males,38827
DOM,2009,Males,37327
DOM,2008,Males,32749
DOM,2007,Males,26561
DOM,2006,Males,24099
DOM,2005,Males,21503
DOM,2004,Males,17160
DOM,2003,Males,14554
DOM,2002,Males,11586
DOM,2001,Males,8919
DOM,2000,Males,6621
DOM,1999,Males,5094
DOM,1998,Males,3939
DOM,2022,Females,36735
DOM,2021,Females,38435
DOM,2020,Females,40876
DOM,2019,Females,40437
DOM,2018,Females,39590
DOM,2017,Females,38687
DOM,2016,Females,40072
DOM,2015,Females,42087
DOM,2014,Females,47840
DOM,2013,Females,52961
DOM,2012,Females,52856
DOM,2011,Females,52102
DOM,2010,Females,52385
DOM,2009,Females,50776
DOM,2008,Females,45073
DOM,2007,Females,38558
DOM,2006,Females,36972
DOM,2005,Females,35631
DOM,2004,Females,30813
DOM,2003,Females,29736
DOM,2002,Females,26244
DOM,2001,Females,22233
DOM,2000,Females,18227
DOM,1999,Females,15075
DOM,1998,Females,12749
USA,2022,Both,41953
USA,2021,Both,39812
USA,2020,Both,40712
USA,2019,Both,37352
USA,2018,Both,34705
USA,2017,Both,32954
USA,2016,Both,31557
USA,2015,Both,30183
USA,2014,Both,29371
USA,2013,Both,28743
USA,2012,Both,27856
USA,2011,Both,26611
USA,2010,Both,25771
USA,2009,Both,24934
USA,2008,Both,23903
USA,2007,Both,22082
USA,2006,Both,24517
USA,2005,Both,25831
USA,2004,Both,22184
USA,2003,Both,23398
USA,2002,Both,19946
USA,2001,Both,17457
USA,2000,Both,15720
USA,1999,Both,14404
USA,1998,Both,12901
USA,2022,Males,19076
USA,2021,Males,18245
USA,2020,Males,18779
USA,2019,Males,17124
USA,2018,Males,15940
USA,2017,Males,15206
USA,2016,Males,14544
USA,2015,Males,13896
USA,2014,Males,13701
USA,2013,Males,13646
USA,2012,Males,13458
USA,2011,Males,13023
USA,2010,Males,12807
USA,2009,Males,12515
USA,2008,Males,12104
USA,2007,Males,11168
USA,2006,Males,12481
USA,2005,Males,13207
USA,2004,Males,11379
USA,2003,Males,12084
USA,2002,Males,10253
USA,2001,Males,8929
USA,2000,Males,7922
USA,1999,Males,7119
USA,1998,Males,6396
USA,2022,Females,22877
USA,2021,Females,21567
USA,2020,Females,21933
USA,2019,Females,20228
USA,2018,Females,18765
USA,2017,Females,17748
USA,2016,Females,17013
USA,2015,Females,16287
USA,2014,Females,15670
USA,2013,Females,15097
USA,2012,Females,14398
USA,2011,Females,13588
USA,2010,Females,12964
USA,2009,Females,12419
USA,2008,Females,11799
USA,2007,Females,10914
USA,2006,Females,12036
USA,2005,Females,12624
USA,2004,Females,10805
USA,2003,Females,11314
USA,2002,Females,9693
USA,2001,Females,8528
USA,2000,Females,7798
USA,1999,Females,7285
USA,1998,Females,6505
ARG,2022,Both,97257
ARG,2021,Both,89472
ARG,2020,Both,89029
ARG,2019,Both,77649
ARG,2018,Both,72401
ARG,2017,Both,70221
ARG,2016,Both,71855
ARG,2015,Both,75313
ARG,2014,Both,85803
ARG,2013,Both,98351
ARG,2012,Both,109258
ARG,2011,Both,120738
ARG,2010,Both,132249
ARG,2009,Both,142270
ARG,2008,Both,147382
ARG,2007,Both,141159
ARG,2006,Both,150252
ARG,2005,Both,152975
ARG,2004,Both,130851
ARG,2003,Both,109445
ARG,2002,Both,56714
ARG,2001,Both,32429
ARG,2000,Both,23351
ARG,1999,Both,21096
ARG,1998,Both,19315
ARG,2022,Males,46859
ARG,2021,Males,43338
ARG,2020,Males,43235
ARG,2019,Males,37616
ARG,2018,Males,34961
ARG,2017,Males,34144
ARG,2016,Males,35105
ARG,2015,Males,36893
ARG,2014,Males,41850
ARG,2013,Males,47842
ARG,2012,Males,53427
ARG,2011,Males,59275
ARG,2010,Males,65507
ARG,2009,Males,71056
ARG,2008,Males,73960
ARG,2007,Males,70853
ARG,2006,Males,76031
ARG,2005,Males,77587
ARG,2004,Males,66271
ARG,2003,Males,55809
ARG,2002,Males,28644
ARG,2001,Males,15958
ARG,2000,Males,11183
ARG,1999,Males,10152
ARG,1998,Males,9205
ARG,2022,Females,50398
ARG,2021,Females,46134
ARG,2020,Females,45794
ARG,2019,Females,40033
ARG,2018,Females,37440
ARG,2017,Females,36077
ARG,2016,Females,36750
ARG,2015,Females,38420
ARG,2014,Females,43953
ARG,2013,Females,50509
ARG,2012,Females,55831
ARG,2011,Females,61463
ARG,2010,Females,66742
ARG,2009,Females,71214
ARG,2008,Females,73422
ARG,2007,Females,70306
ARG,2006,Females,74221
ARG,2005,Females,75388
ARG,2004,Females,64580
ARG,2003,Females,53636
ARG,2002,Females,28070
ARG,2001,Females,16471
ARG,2000,Females,12168
ARG,1999,Females,10943
ARG,1998,Females,10110
BRA,2022,Both,91045
BRA,2021,Both,95433
BRA,2020,Both,98655
BRA,2019,Both,90304
BRA,2018,Both,81712
BRA,2017,Both,76148
BRA,2016,Both,73398
BRA,2015,Both,73863
BRA,2014,Both,81132
BRA,2013,Both,91828
BRA,2012,Both,99870
BRA,2011,Both,107596
BRA,2010,Both,117808
BRA,2009,Both,126185
BRA,2008,Both,116548
BRA,2007,Both,90161
BRA,2006,Both,72441
BRA,2005,Both,54115
BRA,2004,Both,37448
BRA,2003,Both,31270
BRA,2002,Both,23719
BRA,2001,Both,17078
BRA,2000,Both,11126
BRA,1999,Both,8332
BRA,1998,Both,6709
BRA,2022,Males,33422
BRA,2021,Males,35055
BRA,2020,Males,36210
BRA,2019,Males,32267
BRA,2018,Males,28400
BRA,2017,Males,25937
BRA,2016,Males,24200
BRA,2015,Males,24103
BRA,2014,Males,26581
BRA,2013,Males,30787
BRA,2012,Males,34500
BRA,2011,Males,38399
BRA,2010,Males,44282
BRA,2009,Males,50001
BRA,2008,Males,46998
BRA,2007,Males,35563
BRA,2006,Males,27354
BRA,2005,Males,19458
BRA,2004,Males,12636
BRA,2003,Males,10251
BRA,2002,Males,7466
BRA,2001,Males,5258
BRA,2000,Males,3432
BRA,1999,Males,2615
BRA,1998,Males,2158
BRA,2022,Females,57623
BRA,2021,Females,60378
BRA,2020,Females,62445
BRA,2019,Females,58037
BRA,2018,Females,53312
BRA,2017,Females,50211
BRA,2016,Females,49198
BRA,2015,Females,49760
BRA,2014,Females,54551
BRA,2013,Females,61041
BRA,2012,Females,65370
BRA,2011,Females,69197
BRA,2010,Females,73526
BRA,2009,Females,76184
BRA,2008,Females,69550
BRA,2007,Females,54598
BRA,2006,Females,45087
BRA,2005,Females,34657
BRA,2004,Females,24812
BRA,2003,Females,21019
BRA,2002,Females,16253
BRA,2001,Females,11821
BRA,2000,Females,7694
BRA,1999,Females,5717
BRA,1998,Females,4551
COL,2022,Both,314679
COL,2021,Both,291751
COL,2020,Both,273050
COL,2019,Both,206719
COL,2018,Both,165918
COL,2017,Both,145358
COL,2016,Both,140527
COL,2015,Both,151258
COL,2014,Both,181875
COL,2013,Both,222542
COL,2012,Both,246345
COL,2011,Both,273176
COL,2010,Both,292641
COL,2009,Both,296674
COL,2008,Both,284581
COL,2007,Both,261542
COL,2006,Both,265141
COL,2005,Both,271239
COL,2004,Both,248894
COL,2003,Both,244684
COL,2002,Both,191018
COL,2001,Both,87209
COL,2000,Both,25247
COL,1999,Both,13399
COL,1998,Both,9997
COL,2022,Males,140516
COL,2021,Males,130754
COL,2020,Males,121782
COL,2019,Males,91804
COL,2018,Males,73871
COL,2017,Males,65081
COL,2016,Males,63304
COL,2015,Males,68203
COL,2014,Males,81381
COL,2013,Males,98690
COL,2012,Males,109687
COL,2011,Males,121748
COL,2010,Males,130831
COL,2009,Males,132705
COL,2008,Males,126481
COL,2007,Males,113930
COL,2006,Males,114994
COL,2005,Males,117757
COL,2004,Males,107162
COL,2003,Males,105058
COL,2002,Males,81018
COL,2001,Males,34854
COL,2000,Males,8388
COL,1999,Males,4289
COL,1998,Males,3218
COL,2022,Females,174163
COL,2021,Females,160997
COL,2020,Females,151268
COL,2019,Females,114915
COL,2018,Females,92047
COL,2017,Females,80277
COL,2016,Females,77223
COL,2015,Females,83055
COL,2014,Females,100494
COL,2013,Females,123852
COL,2012,Females,136658
COL,2011,Females,151428
COL,2010,Females,161810
COL,2009,Females,163969
COL,2008,Females,158100
COL,2007,Females,147612
COL,2006,Females,150147
COL,2005,Females,153482
COL,2004,Females,141732
COL,2003,Females,139626
COL,2002,Females,110000
COL,2001,Females,52355
COL,2000,Females,16859
COL,1999,Females,9111
COL,1998,Females,6779
ECU,2022,Both,119885
ECU,2021,Both,123736
ECU,2020,Both,130919
ECU,2019,Both,131814
ECU,2018,Both,135275
ECU,2017,Both,141810
ECU,2016,Both,158285
ECU,2015,Both,176397
ECU,2014,Both,218883
ECU,2013,Both,263498
ECU,2012,Both,308174
ECU,2011,Both,360710
ECU,2010,Both,399586
ECU,2009,Both,421426
ECU,2008,Both,427718
ECU,2007,Both,427099
ECU,2006,Both,461310
ECU,2005,Both,497799
ECU,2004,Both,475698
ECU,2003,Both,390297
ECU,2002,Both,259522
ECU,2001,Both,139022
ECU,2000,Both,20481
ECU,1999,Both,7155
ECU,1998,Both,3972
ECU,2022,Males,65919
ECU,2021,Males,67699
ECU,2020,Males,70892
ECU,2019,Males,71125
ECU,2018,Males,72996
ECU,2017,Males,76242
ECU,2016,Males,84281
ECU,2015,Males,93184
ECU,2014,Males,113023
ECU,2013,Males,133657
ECU,2012,Males,154716
ECU,2011,Males,179125
ECU,2010,Males,197775
ECU,2009,Males,208063
ECU,2008,Males,210277
ECU,2007,Males,208009
ECU,2006,Males,224476
ECU,2005,Males,242150
ECU,2004,Males,230346
ECU,2003,Males,190448
ECU,2002,Males,128044
ECU,2001,Males,68493
ECU,2000,Males,9093
ECU,1999,Males,3005
ECU,1998,Males,1626
ECU,2022,Females,53966
ECU,2021,Females,56037
ECU,2020,Females,60027
ECU,2019,Females,60689
ECU,2018,Females,62279
ECU,2017,Females,65568
ECU,2016,Females,74004
ECU,2015,Females,83213
ECU,2014,Females,105860
ECU,2013,Females,129841
ECU,2012,Females,153458
ECU,2011,Females,181585
ECU,2010,Females,201811
ECU,2009,Females,213363
ECU,2008,Females,217441
ECU,2007,Females,219090
ECU,2006,Females,236834
ECU,2005,Females,255649
ECU,2004,Females,245352
ECU,2003,Females,199849
ECU,2002,Females,131478
ECU,2001,Females,70529
ECU,2000,Females,11388
ECU,1999,Females,4151
ECU,1998,Females,2346
PRY,2022,Both,83965
PRY,2021,Both,85866
PRY,2020,Both,87045
PRY,2019,Both,80218
PRY,2018,Both,75718
PRY,2017,Both,71142
PRY,2016,Both,69286
PRY,2015,Both,69451
PRY,2014,Both,74910
PRY,2013,Both,83386
PRY,2012,Both,88327
PRY,2011,Both,87906
PRY,2010,Both,85687
PRY,2009,Both,81551
PRY,2008,Both,67403
PRY,2007,Both,46238
PRY,2006,Both,28587
PRY,2005,Both,16295
PRY,2004,Both,5734
PRY,2003,Both,2536
PRY,2002,Both,1365
PRY,2001,Both,928
PRY,2000,Both,711
PRY,1999,Both,611
PRY,1998,Both,594
PRY,2022,Males,28029
PRY,2021,Males,28022
PRY,2020,Males,27775
PRY,2019,Males,24639
PRY,2018,Males,22428
PRY,2017,Males,20471
PRY,2016,Males,19429
PRY,2015,Males,19344
PRY,2014,Males,21229
PRY,2013,Males,24082
PRY,2012,Males,26276
PRY,2011,Males,27281
PRY,2010,Males,28269
PRY,2009,Males,28293
PRY,2008,Males,23599
PRY,2007,Males,15724
PRY,2006,Males,9722
PRY,2005,Males,5987
PRY,2004,Males,2229
PRY,2003,Males,955
PRY,2002,Males,482
PRY,2001,Males,308
PRY,2000,Males,239
PRY,1999,Males,200
PRY,1998,Males,187
PRY,2022,Females,55936
PRY,2021,Females,57844
PRY,2020,Females,59270
PRY,2019,Females,55579
PRY,2018,Females,53290
PRY,2017,Females,50671
PRY,2016,Females,49857
PRY,2015,Females,50107
PRY,2014,Females,53681
PRY,2013,Females,59304
PRY,2012,Females,62051
PRY,2011,Females,60625
PRY,2010,Females,57418
PRY,2009,Females,53258
PRY,2008,Females,43804
PRY,2007,Females,30514
PRY,2006,Females,18865
PRY,2005,Females,10308
PRY,2004,Females,3505
PRY,2003,Females,1581
PRY,2002,Females,883
PRY,2001,Females,620
PRY,2000,Females,472
PRY,1999,Females,411
PRY,1998,Females,407
PER,2022,Both,120255
PER,2021,Both,111681
PER,2020,Both,106712
PER,2019,Both,84179
PER,2018,Both,70980
PER,2017,Both,64172
PER,2016,Both,65201
PER,2015,Both,71112
PER,2014,Both,90312
PER,2013,Both,110156
PER,2012,Both,122643
PER,2011,Both,132552
PER,2010,Both,140182
PER,2009,Both,139179
PER,2008,Both,121932
PER,2007,Both,103650
PER,2006,Both,95903
PER,2005,Both,85029
PER,2004,Both,68646
PER,2003,Both,55915
PER,2002,Both,44752
PER,2001,Both,34975
PER,2000,Both,27422
PER,1999,Both,22747
PER,1998,Both,19757
PER,2022,Males,53359
PER,2021,Males,49515
PER,2020,Males,47288
PER,2019,Males,37616
PER,2018,Males,32081
PER,2017,Males,29648
PER,2016,Males,30370
PER,2015,Males,33547
PER,2014,Males,42394
PER,2013,Males,52030
PER,2012,Males,58835
PER,2011,Males,64337
PER,2010,Males,69087
PER,2009,Males,69515
PER,2008,Males,60185
PER,2007,Males,50139
PER,2006,Males,45553
PER,2005,Males,39300
PER,2004,Males,30901
PER,2003,Males,23864
PER,2002,Males,18284
PER,2001,Males,13640
PER,2000,Males,10561
PER,1999,Males,8813
PER,1998,Males,7712
PER,2022,Females,66896
PER,2021,Females,62166
PER,2020,Females,59424
PER,2019,Females,46563
PER,2018,Females,38899
PER,2017,Females,34524
PER,2016,Females,34831
PER,2015,Females,37565
PER,2014,Females,47918
PER,2013,Females,58126
PER,2012,Females,63808
PER,2011,Females,68215
PER,2010,Females,71095
PER,2009,Females,69664
PER,2008,Females,61747
PER,2007,Females,53511
PER,2006,Females,50350
PER,2005,Females,45729
PER,2004,Females,37745
PER,2003,Females,32051
PER,2002,Females,26468
PER,2001,Females,21335
PER,2000,Females,16861
PER,1999,Females,13934
PER,1998,Females,12045
VEN,2022,Both,212064
VEN,2021,Both,199078
VEN,2020,Both,189110
VEN,2019,Both,137776
VEN,2018,Both,95633
VEN,2017,Both,68866
VEN,2016,Both,54401
VEN,2015,Both,48421
VEN,2014,Both,49717
VEN,2013,Both,56338
VEN,2012,Both,59322
VEN,2011,Both,59805
VEN,2010,Both,60399
VEN,2009,Both,61468
VEN,2008,Both,58317
VEN,2007,Both,51481
VEN,2006,Both,51261
VEN,2005,Both,49206
VEN,2004,Both,38718
VEN,2003,Both,29716
VEN,2002,Both,22257
VEN,2001,Both,16549
VEN,2000,Both,12119
VEN,1999,Both,10194
VEN,1998,Both,8986
VEN,2022,Males,91994
VEN,2021,Males,86291
VEN,2020,Males,81165
VEN,2019,Males,58666
VEN,2018,Males,40406
VEN,2017,Males,28900
VEN,2016,Males,22486
VEN,2015,Males,20013
VEN,2014,Males,20400
VEN,2013,Males,23157
VEN,2012,Males,24499
VEN,2011,Males,24703
VEN,2010,Males,25178
VEN,2009,Males,25975
VEN,2008,Males,24591
VEN,2007,Males,21600
VEN,2006,Males,21788
VEN,2005,Males,21168
VEN,2004,Males,16769
VEN,2003,Males,12864
VEN,2002,Males,9552
VEN,2001,Males,7073
VEN,2000,Males,5287
VEN,1999,Males,4525
VEN,1998,Males,4038
VEN,2022,Females,120070
VEN,2021,Females,112787
VEN,2020,Females,107945
VEN,2019,Females,79110
VEN,2018,Females,55227
VEN,2017,Females,39966
VEN,2016,Females,31915
VEN,2015,Females,28408
VEN,2014,Females,29317
VEN,2013,Females,33181
VEN,2012,Females,34823
VEN,2011,Females,35102
VEN,2010,Females,35221
VEN,2009,Females,35493
VEN,2008,Females,33726
VEN,2007,Females,29881
VEN,2006,Females,29473
VEN,2005,Females,28038
VEN,2004,Females,21949
VEN,2003,Females,16852
VEN,2002,Females,12705
VEN,2001,Females,9476
VEN,2000,Females,6832
VEN,1999,Females,5669
VEN,1998,Females,4948
CHN,2022,Both,223999
CHN,2021,Both,229254
CHN,2020,Both,232807
CHN,2019,Both,224559
CHN,2018,Both,215970
CHN,2017,Both,208075
CHN,2016,Both,200147
CHN,2015,Both,191638
CHN,2014,Both,186031
CHN,2013,Both,181701
CHN,2012,Both,177001
CHN,2011,Both,167132
CHN,2010,Both,158244
CHN,2009,Both,147479
CHN,2008,Both,125914
CHN,2007,Both,106652
CHN,2006,Both,104681
CHN,2005,Both,87731
CHN,2004,Both,62498
CHN,2003,Both,51228
CHN,2002,Both,37651
CHN,2001,Both,27574
CHN,2000,Both,19191
CHN,1999,Both,14184
CHN,1998,Both,11611
CHN,2022,Males,111645
CHN,2021,Males,114088
CHN,2020,Males,115746
CHN,2019,Males,112078
CHN,2018,Males,108422
CHN,2017,Males,104933
CHN,2016,Males,101488
CHN,2015,Males,97812
CHN,2014,Males,95598
CHN,2013,Males,94534
CHN,2012,Males,93131
CHN,2011,Males,88529
CHN,2010,Males,84814
CHN,2009,Males,80095
CHN,2008,Males,69550
CHN,2007,Males,59211
CHN,2006,Males,58366
CHN,2005,Males,48334
CHN,2004,Males,33766
CHN,2003,Males,27846
CHN,2002,Males,20535
CHN,2001,Males,14898
CHN,2000,Males,10190
CHN,1999,Males,7584
CHN,1998,Males,6269
CHN,2022,Females,112354
CHN,2021,Females,115166
CHN,2020,Females,117061
CHN,2019,Females,112481
CHN,2018,Females,107548
CHN,2017,Females,103142
CHN,2016,Females,98659
CHN,2015,Females,93826
CHN,2014,Females,90433
CHN,2013,Females,87167
CHN,2012,Females,83870
CHN,2011,Females,78603
CHN,2010,Females,73430
CHN,2009,Females,67384
CHN,2008,Females,56364
CHN,2007,Females,47441
CHN,2006,Females,46315
CHN,2005,Females,39397
CHN,2004,Females,28732
CHN,2003,Females,23382
CHN,2002,Females,17116
CHN,2001,Females,12676
CHN,2000,Females,9001
CHN,1999,Females,6600
CHN,1998,Females,5342
PAK,2022,Both,100496
PAK,2021,Both,99352
PAK,2020,Both,97705
PAK,2019,Both,88935
PAK,2018,Both,82874
PAK,2017,Both,80181
PAK,2016,Both,78323
PAK,2015,Both,77695
PAK,2014,Both,79619
PAK,2013,Both,81365
PAK,2012,Both,79984
PAK,2011,Both,70165
PAK,2010,Both,56877
PAK,2009,Both,54101
PAK,2008,Both,47001
PAK,2007,Both,42105
PAK,2006,Both,42138
PAK,2005,Both,31913
PAK,2004,Both,23140
PAK,2003,Both,21011
PAK,2002,Both,13971
PAK,2001,Both,8274
PAK,2000,Both,4195
PAK,1999,Both,3258
PAK,1998,Both,2565
PAK,2022,Males,68821
PAK,2021,Males,69873
PAK,2020,Males,69418
PAK,2019,Males,62893
PAK,2018,Males,58950
PAK,2017,Males,57605
PAK,2016,Males,57319
PAK,2015,Males,57376
PAK,2014,Males,59772
PAK,2013,Males,62321
PAK,2012,Males,62172
PAK,2011,Males,55840
PAK,2010,Males,47992
PAK,2009,Males,46414
PAK,2008,Males,40826
PAK,2007,Males,36807
PAK,2006,Males,37533
PAK,2005,Males,28817
PAK,2004,Males,20840
PAK,2003,Males,19060
PAK,2002,Males,12450
PAK,2001,Males,7136
PAK,2000,Males,3314
PAK,1999,Males,2518
PAK,1998,Males,1992
PAK,2022,Females,31675
PAK,2021,Females,29479
PAK,2020,Females,28287
PAK,2019,Females,26042
PAK,2018,Females,23924
PAK,2017,Females,22576
PAK,2016,Females,21004
PAK,2015,Females,20319
PAK,2014,Females,19847
PAK,2013,Females,19044
PAK,2012,Females,17812
PAK,2011,Females,14325
PAK,2010,Females,8885
PAK,2009,Females,7687
PAK,2008,Females,6175
PAK,2007,Females,5298
PAK,2006,Females,4605
PAK,2005,Females,3096
PAK,2004,Females,2300
PAK,2003,Females,1951
PAK,2002,Females,1521
PAK,2001,Females,1138
PAK,2000,Females,882
PAK,1999,Females,740
PAK,1998,Females,572
